Trait tested,ID,Tau,Study Title,Citation,CENT_LAT,CENT_LONG,ABUNDANCE_TYPE,BIOMASS_TYPE
Fish: Maximum Length,119,-0.1095422375379336,DFO Maritimes Research Vessel Trawl Surveys Fish Observations (OBIS Canada),"Clark, D. & Branton, B. (2007) DFO Maritimes Research Vessel Trawl Surveys, OBIS Canada Digital Collections. Bedford Institute of Oceanography, Dartmouth, Nova Scotia, Canada, OBIS Canada,",43.987425,-63.669701,Count,Weight
Fish: Maximum Length,127,-0.10454468789150964,MARMAP Florida Antillean Trap Survey 1990-2009 (OBIS-USA),"Reichert, M. (2009) ""MARMAP Florida Antillean Trap Survey 1990-2009”. SCDNR/NOAA MARMAP Program, SCDNR MARMAP Aggregate Data Surveys, The Marine Resources Monitoring, Assessment, and Prediction (MARMAP) Program, Marine Resources Research Institute, South Carolina Department of Natural Resources U.S.A.. Available at: http://www.usgs.gov/obis-usa/data_search_and_access/participants.html, accessed 2012.",32.334695,-78.992262,Count,Weight
Fish: Maximum Length,190,-0.10234519198510844,St. Croix. USVI Fish Assessment and Monitoring Data (2002 - Present) (NOAA-CCMA),"""St. Croix, USVI Fish Assessment and Monitoring Data (2002 - Present)"", (2007) Silver Spring, MD Publisher: NOAAs Ocean Service, National Centers for Coastal Ocean Science (NCCOS). National Oceanic and Atmospheric Association (NOAA)-National Ocean Service (NOS)-National Centers for Coastal Ocean Science (NCCOS)-Center for Coastal Monitoring and Assessment (CCMA)-Biogeography Team. Available at: http://www.iobis.org/mapper/?dataset=1673, accessed 2012.",17.756969,-64.604258,Count,NA
Fish: Maximum Length,467,-0.08874611412024984,Spatial and temporal organisation of a coastal lagoon fish community,"Pombo, L. & Rebelo, J. E. (2002) Spatial and temporal organization of a coastal lagoon fish community-Ria de Aveiro, Portugal. Cybium, 26(3), 185–196.",40.675834,-8.684562,Count,Weight
Fish: Maximum Length,467,-0.08874611412024984,Spatial and temporal organisation of a coastal lagoon fish community,"Pombo, L., Elliott, M. I. & Rebelo, J. E. (2005) Environmental influences on fish assemblage distribution of an estuarine coastal lagoon, Ria de Aveiro (Portugal). Scientia Marina, 69(1), 143–159.",40.675834,-8.684562,Count,Weight
Fish: Maximum Length,467,-0.08874611412024984,Spatial and temporal organisation of a coastal lagoon fish community,"Pombo, L., Rebelo, J. E. & Elliott, M. (2007) The structure, diversity and somatic production of the fish community in an estuarine coastal lagoon, Ria de Aveiro (Portugal). Hydrobiologia, 587(1), 253–268.",40.675834,-8.684562,Count,Weight
Fish: Maximum Length,467,-0.08874611412024984,Spatial and temporal organisation of a coastal lagoon fish community,"Rebelo, J. E. (1992) The ichthyofauna and abiotic hydrological environment of the Ria de Aveiro, Portugal. Estuaries, 15(3), 403–413.",40.675834,-8.684562,Count,Weight
Fish: Maximum Length,213,-0.08840697745353422,Northeast Fisheries Science Center Bottom Trawl Survey Data (OBIS-USA),"""Northeast Fisheries Science Center Bottom Trawl Survey Data (OBIS-USA)."" (2005) NOAA’s National Marine Fisheries Service (NMFS) Northeast Fisheries Science Center. Woods Hole, Massachusetts, USA. Available at: http://www.iobis.org/mapper/?dataset=1435, accessed 2013.",36.625131,-72.635974,Count,Weight
Fish: Maximum Length,123,-0.08318781762785779,Maine Department of Marine Resources Inshore Trawl Survey 2000?2009 (OBIS-USA),"Sherman, S. (2010) ""Maine Department of Marine Resources Inshore Trawl Survey, 2000 – 2009"". Maine Department of Marine Resources, Maine. Available at: http://www.usgs.gov/obis-usa/data_search_and_access/datasets.html, accessed 2012.",43.891199,-68.940737,Count,Weight
Fish: Maximum Length,252,-0.07345271782321218,MARMAP Blackfish Trap Survey 1990-2009,"Reichert, M. (2010) “MARMAP Blackfish Trap Survey 1990-2009”. SCDNR/NOAA MARMAP Program. SCDNR MARMAP Aggregate Data Surveys. The Marine Resources Monitoring. Assessment. and Prediction (MARMAP) Program. Marine Resources Research Institute. South Carolina Department of Natural Resources USA. Available at: http://www.usgs.gov/obis-usa/. accessed 2013.",32.453878,-78.968171,Count,Weight
Fish: Maximum Length,212,-0.05910371201704274,MARMAP Yankee Trawl 1990-2009,"Reichert, M. (2010) “MARMAP Yankee Trawl 1990-2009”. SCDNR/NOAA MARMAP Program, SCDNR MARMAP Aggregate data surveys, The Marine Resources Monitoring, Assessment, and Prediction (MARMAP) Program, Marine Resources Research Institute, South Carolina Department of Natural Resources USA. Available at: http://www.usgs.gov/obis-usa, accessed 2013.",31.940762,-78.825083,Count,Weight
Fish: Maximum Length,466,-0.04231575355277004,Trawl Survey Data from Rockall Scotland (1986 - 2008),"Neat, F. & Campbell, N. (2011) Demersal fish diversity of the isolated Rockall plateau compared with the adjacent west coast shelf of Scotland. Biological Journal of the Linnean Society, 104, 138–147. doi:10.1111/j.1095-8312.2011.01699.x.",56.990544,-9.07255,Count,NA
Fish: Maximum Length,271,-0.03626373626373627,Santa Barbara Coastal LTER,"Reed, D. C. (2014a) “SBC LTER: Reef: Kelp forest community dynamics: Abundance and size of giant kelp (Macrocystis pyrifera), ongoing since 2000”. Santa Barbara Coastal LTER. Available at: http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.18, accessed 2016. doi:10.6073/pasta/d90872297e30026b263a119d4f5bca9f",34.305653,-119.874919,Count,NA
Fish: Maximum Length,125,-0.02192972673888371,MARMAP Chevron Trap Survey 1990-2009 (OBIS-USA),"Reichert, M. (2009) ""MARMAP Chevron Trap Survey 1990-2009"". SCDNR/NOAA MARMAP Program, SCDNR MARMAP Aggregate Data Surveys, The Marine Resources Monitoring, Assessment, and Prediction (MARMAP) Program, Marine Resources Research Institute, South Carolina Department of Natural Resources U.S.A.. Available at: http://www.usgs.gov/obis-usa/data_search_and_access/participants.html, accessed 2012.",31.441647,-78.848859,Count,Weight
Fish: Maximum Length,501,-0.01445202824839532,Epibenthos and demersal fish monitoring at long-term monitoring stations in the Belgian part of the North Sea,"Institute of Agricultural and Fisheries research (ILVO), Belgium (2015) Epibenthos and demersal fish monitoring at long-term monitoring stations in the Belgian part of the North Sea. Available at: http://dx.doi.org/10.14284/54, accessed 2016.",51.529738,2.729548,Count,NA
Fish: Maximum Length,180,-0.01111906938891143,ECNASAP - East Coast North America Strategic Assessment (OBIS Canada),"""East Coast North America Strategic Assessment Project, Groundfish Atlas for the East Coast of North America"". Available at: http://www.iobis.org, accessed 2012.",37.770564,-50.792666,Count,NA
Fish: Maximum Length,163,-0.00899384083751177,North Pacific Groundfish Observer (North Pacific Research Board),"""The Observer Program database"", accessed through the OBIS-USA North Pacific Groundfish Observer (North Pacific Research Board). Available at: http://www.iobis.org, accessed 2012.",56.5,-168.15,Count,Weight
Fish: Maximum Length,359,-0.00702075702075701,SBC LTER Reef Kelp Forest Community Dynamics Fish abundance,"Reed, D. C. (2014) “SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance”. Santa Barbara Coastal LTER. Available at: doi:10.6073/pasta/e37ed29111b2fddffc08355252b8b8c7, accessed 2016.",34.308906,-119.874156,Count,NA
Fish: Maximum Length,112,0.03507594861244161,NOAA Southeast Fishery Science Center (SEFSC) Commercial Pelagic Observer Program (POP) Data (SEFSC_POP),"""South Western Pacific Regional OBIS Data Asteroid Subset"", NIWA (National Institute of Water and Atmospheric Research - New Zealand) MBIS (Marine Biodata Information System) accessed through South Western Pacific OBIS. Available at: http://www.iobis.org/mapper/?dataset=219, accessed 2012.",24.981493,-51.374069,Count,NA
Fish: Maximum Length,511,0.03664415172410269,Demersal fish hauls from Guanabara Bay Brazil 2005-2015,"Souza, G.B.G. & Vianna, M. ""Demersal fish hauls from Guanabara Bay, Brazil 2005-2015"". Accessed 2017.",-22.821245,-43.149249,Count,Weight
Fish: Maximum Length,505,0.05565598725801816,"Fish and marine invertebrates from the Israeli Eastern Mediterranean sea  1990-4, 2000, 2008-2012","Edelist, D., Rilov, G., Golani, D., Carlton, J.T. & Spanier, E. (2013) Restructuring the Sea: profound shifts in the world's most invaded marine ecosystem. Diversity and Distributions, 19, 69–77.",32.13292,34.668008,Count,NA
Fish: Maximum Length,189,0.06539874237091871,St. John. USVI Fish Assessment and Monitoring Data (2002 - Present) (NOAA-CCMA),"""St. John, USVI Fish Assessment and Monitoring Data (2002 - Present)"", (2007) Silver Spring, MD Publisher: NOAAs Ocean Service, National Centers for Coastal Ocean Science (NCCOS). National Oceanic and Atmospheric Association (NOAA)-National Ocean Service (NOS)-National Centers for Coastal Ocean Science (NCCOS)-Center for Coastal Monitoring and Assessment (CCMA)-Biogeography Team. Available at: http://www.iobis.org/mapper/?dataset=1672, accessed 2012.",18.308752,-64.748777,Count,NA
Fish: Maximum Length,182,0.06666666666666664,Snow crab research trawl survey database (Southern Gulf of St. Lawrence. Gulf region. Canada) from 1988 to 2010 (OBIS Canada),"Wade, E. (2011) Snow crab research trawl survey database (Southern Gulf of St. Lawrence, Gulf region, Canada) from 1988 to 2010. OBIS Canada, Bedford Institute of Oceanography, Dartmouth, Nova Scotia, Canada,",47.480915,-62.76169,Count,NA
Fish: Maximum Length,211,0.11858786969074037,MARMAP Fly Net 1990-2009,"Reichert, M. (2010) “MARMAP Fly Net 1990-2009”. SCDNR/NOAA MARMAP Program, SCDNR MARMAP Aggregate Data Surveys, The Marine Resources Monitoring, Assessment, and Prediction (MARMAP) Program, Marine Resources Research Institute, South Carolina Department of Natural Resources USA. Available at: http://www.usgs.gov/obis-usa/, accessed 2013.",32.900962,-78.685508,Count,Weight
Fish: Maximum Length,126,0.23809523809523808,MARMAP Neuston Nets 1990-2009 (OBIS-USA),"Reichert, M. (2010) ""MARMAP Neuston Nets 1990-2009”. SCDNR/NOAA MARMAP Program, SCDNR MARMAP Aggregate data surveys, The Marine Resources Monitoring, Assessment, and Prediction (MARMAP) Program, Marine Resources Research Institute, South Carolina Department of Natural Resources U.S.A.. Available at: http://www.usgs.gov/obis-usa/data_search_and_access/participants.html, accessed 2012.",31.250847,-78.751587,Count,NA
Fish: Maximum Length,451,0.3333333333333333,Composition (%) and biomass (thous. tons) of fish species  in  Gulf of Anadyr in 2005-2012,"Gavrilov, G. M. & Glebov, I. A. (2013) The composition and community structure of benthic fish in the economic zone of Russia Bering sea on the results of studies of “TINRO centr?” in 2005-2012 years. Modern problems of science and education, 11, 37–49.",64,-178,NA,Weight
Fish: Maximum Length,452,0.3333333333333333,Year-to-year dynamics of total nekton biomass (thous. tons) in the upper epipelagic of the North-West Pacific in June-July of 2000s,"Khoruzhiy, A. A. & Naydenko, S. V. (2014) Species structure and year-to-year dynamics of nekton biomass in the upper epipelagic layer of the Pacific waters at Kuril Islands in summer periods of the 2000s. Izv. TINRO, 176, 16–36.",47,160,NA,Weight
Fish: Maximum Length,450,0.4095238095238096,Composition (%) and biomass (thous. tons) of fish species  in Olyutorsky-Navarin area in 2005-2012,"Gavrilov, G. M. & Glebov, I. A. (2013) The composition and community structure of benthic fish in the economic zone of Russia Bering sea on the results of studies of “TINRO centr?” in 2005-2012 years. Modern problems of science and education, 11, 37–49.",60.233333,168.35,NA,Weight
Plants: Seed Mass,480,-0.4333333333333333,ITEX Dataset 2 - Wolfcreek,"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",61.56,-135.13,NA,Cover
Plants: Seed Mass,480,-0.4333333333333333,ITEX Dataset 2 - Wolfcreek,"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",61.56,-135.13,NA,Cover
Plants: Seed Mass,480,-0.4333333333333333,ITEX Dataset 2 - Wolfcreek,"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",61.56,-135.13,NA,Cover
Plants: Seed Mass,480,-0.4333333333333333,ITEX Dataset 2 - Wolfcreek,"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",61.56,-135.13,NA,Cover
Plants: Seed Mass,394,-0.27777777777777785,Zakova hora,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",49.65469,15.990502,Count,Weight
Plants: Seed Mass,502,-0.2,"Long-term tree demography in old-growth forests of Huron Mts, MI from permanent-plot censuses, 1962-2009","Woods, K. D. (2014) Multi-decade biomass dynamics in an old-growth hemlock-northern hardwood forest, Michigan, USA. PeerJ, 2, e598.",46.92,-88.026,Count,Size
Plants: Seed Mass,486,-0.19802950859533489,ITEX Dataset 8 - Valbercla (Alpine),"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",46.4758,9.5842,NA,Cover
Plants: Seed Mass,486,-0.19802950859533489,ITEX Dataset 8 - Valbercla (Alpine),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",46.4758,9.5842,NA,Cover
Plants: Seed Mass,486,-0.19802950859533489,ITEX Dataset 8 - Valbercla (Alpine),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",46.4758,9.5842,NA,Cover
Plants: Seed Mass,486,-0.19802950859533489,ITEX Dataset 8 - Valbercla (Alpine),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",46.4758,9.5842,NA,Cover
Plants: Seed Mass,392,-0.19720265943665388,Stozec,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",48.879723,13.835815,Count,Weight
Plants: Seed Mass,389,-0.17573375583870182,Ranspurk,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",48.678817,16.948159,Count,Weight
Plants: Seed Mass,242,-0.1111111111111111,Lac Croche understory vegetation data set (1998 to 2006),"Paquette, A., Laliberté, E., Bouchard, A., Blois, S. de, Legendre, P. & Brisson, J. (2007) Lac Croche understory vegetation data set (1998–2006). Ecology, 88, 3209. doi:10.1890/07-0513.1",45.993278,-74.001571,Count,NA
Plants: Seed Mass,202,-0.08432800468628596,Mudumalai Forest Dynamics Plot. India - Smithsonian Tropical Research Institute,"Sukumar, R. Mudumalai Forest Dynamics Plot Data. Available at: http://www.ctfs.si.edu/site/Mudumalai/, accessed 2013.",11.5989,76.5338,Count,NA
Plants: Seed Mass,235,-0.07692307692307693,Forest Inventory of a Northern Hardwood Forest Watershed 5?,"Battles, J.J., Fahey, T. & Cleavitt, N. (2003) “Forest Inventory of a Whole Tree Harvest: Hubbard Brook Experimental Forest Watershed 5, 1982, pre-harvest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=36, accessed 2012.",43.953055,-71.735314,Count,Weight
Plants: Seed Mass,235,-0.07692307692307693,Forest Inventory of a Northern Hardwood Forest Watershed 5?,"Battles, J.J., Fahey, T. & Cleavitt, N. (2013) “Forest Inventory of a Whole Tree Harvest: Hubbard Brook Experimental Forest Watershed 5, 1990, 7 years post-harvest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=37, accessed 2016.",43.953055,-71.735314,Count,Weight
Plants: Seed Mass,235,-0.07692307692307693,Forest Inventory of a Northern Hardwood Forest Watershed 5?,"Battles, J.J., Fahey, T. & Cleavitt, N. (2013b) “Forest Inventory of a Whole Tree Harvest: Hubbard Brook Experimental Forest Watershed 5, 1994, 10 years post-harvest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=38, accessed 2016.",43.953055,-71.735314,Count,Weight
Plants: Seed Mass,235,-0.07692307692307693,Forest Inventory of a Northern Hardwood Forest Watershed 5?,"Battles, J.J., Fahey, T. & Cleavitt, N. (2013c) “Forest Inventory of a Whole Tree Harvest: Hubbard Brook Experimental Forest Watershed 5, 1999, 15 years post-harvest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=39, accessed 2016.",43.953055,-71.735314,Count,Weight
Plants: Seed Mass,384,-0.06060606060606061,Cahnov-Soutok,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",48.655242,16.94116,Count,Weight
Plants: Seed Mass,340,-0.0588235294117647,Small Mammal Exclosure Study (SMES) Vegetation Data from the Chihuahuan Desert,"Lightfoot, D. (2011) “Small Mammal Exclosure Study (SMES) Vegetation Data from the Chihuahuan Desert Grassland and Shrubland at the Sevilleta National Wildlife Refuge, New Mexico (2006-2009)”. Long Term Ecological Research Network. Available at: http://dx.doi.org/10.6073/pasta/d80d5e2196cd11ef79df23ebe5a77c19, accessed 2016.",34.296,-106.9267,Count,NA
Plants: Seed Mass,496,-0.05484356604976215,ITEX Dataset 18 - Alpine plots (Sonja Wipf),"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",46.431624,8.672891,NA,Cover
Plants: Seed Mass,496,-0.05484356604976215,ITEX Dataset 18 - Alpine plots (Sonja Wipf),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",46.431624,8.672891,NA,Cover
Plants: Seed Mass,496,-0.05484356604976215,ITEX Dataset 18 - Alpine plots (Sonja Wipf),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",46.431624,8.672891,NA,Cover
Plants: Seed Mass,496,-0.05484356604976215,ITEX Dataset 18 - Alpine plots (Sonja Wipf),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",46.431624,8.672891,NA,Cover
Plants: Seed Mass,214,-0.04782106782106785,Long-term growth mortality and regeneration of trees in permanent vegetation plots in the Pacific Northwest 1910 to present,"Harmon, M. & Franklin, J. (2012) “Long-term growth, mortality and regeneration of trees in permanent vegetation plots in the Pacific Northwest, 1910 to present.” Long-Term Ecological Research. Forest Science Data Bank, Corvallis. Available at: http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TV010, accessed 2012.",45.34296,-122.799,Count,NA
Plants: Seed Mass,495,-0.04761904761904762,ITEX Dataset 17 - Dovre (Kuntshoe) and Faroe (Sornfelli),"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",62.183333,1.334931,NA,Cover
Plants: Seed Mass,495,-0.04761904761904762,ITEX Dataset 17 - Dovre (Kuntshoe) and Faroe (Sornfelli),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",62.183333,1.334931,NA,Cover
Plants: Seed Mass,495,-0.04761904761904762,ITEX Dataset 17 - Dovre (Kuntshoe) and Faroe (Sornfelli),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",62.183333,1.334931,NA,Cover
Plants: Seed Mass,495,-0.04761904761904762,ITEX Dataset 17 - Dovre (Kuntshoe) and Faroe (Sornfelli),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",62.183333,1.334931,NA,Cover
Plants: Seed Mass,473,-0.0303030303030303,Fourteen years of mapped permanent quadrats in a northern mixed prairie,"Anderson, J., Vermeire, L. & Adler, P.B. (2011) Fourteen years of mapped, permanent quadrats in a northern mixed prairie, USA. Ecology, 92, 1703-1703.",46.316667,-105.8,Count,NA
Plants: Seed Mass,60,-0.02931519703037076,Forest Census Plot on Barro Colorado Island,"Condit, R., Lao, S., Pérez, R., Dolins, S.B., Foster, R. & Hubbell, S. (2012) Dataset: Barro Colorado Forest Census Plot Data (Version 2012).",9.1521,-79.8465,Count,NA
Plants: Seed Mass,60,-0.02931519703037076,Forest Census Plot on Barro Colorado Island,"Condit, R. (1998) Tropical forest census plots: Methods and results from Barro Colorado Island, Panama and a Comparison with other plot. Springer Verlag and RG Landes Company, Berlin,",9.1521,-79.8465,Count,NA
Plants: Seed Mass,60,-0.02931519703037076,Forest Census Plot on Barro Colorado Island,"Condit, R., Ashton, P., Bunyavejchewin, S., Dattaraja, H., Davies, S., Esufali, S., Ewango, C., Foster, R., Gunatilleke, I. & Gunatilleke, C. (2006) The importance of demographic niches to tree diversity. Science, 313, 98-101.",9.1521,-79.8465,Count,NA
Plants: Seed Mass,60,-0.02931519703037076,Forest Census Plot on Barro Colorado Island,"Condit, R., Chisholm, R.A. & Hubbell, S.P. (2012) Thirty years of forest census at Barro Colorado and the importance of immigration in maintaining diversity. PloS one, 7, e49826.",9.1521,-79.8465,Count,NA
Plants: Seed Mass,60,-0.02931519703037076,Forest Census Plot on Barro Colorado Island,"Hubbell, S. P., Condit, R. & Foster, R. B. (2005) ""Barro Colorado Forest Census Plot Data "". Available at: https://ctfs.arnarb.harvard.edu/webatlas/datasets/bci, accessed 2012.",9.1521,-79.8465,Count,NA
Plants: Seed Mass,60,-0.02931519703037076,Forest Census Plot on Barro Colorado Island,"Condit, R., Pérez, R., Aguilar, S., Lao, S., Robin, F. & Hubbell, S. (2018) Tree species abundance through time in tropical forest census plots, Panama. DataONE Dash, Dataset, , Available at: https://doi.org/10.15146/R3MM4V",9.1521,-79.8465,Count,NA
Plants: Seed Mass,224,-0.01994301994301994,Experiment 133 - Effect of Burning Patterns on Vegetation in the Fish Lake Burn Compartments - Shrub Survey,"Cavender-Bares, J. & Reich, P.B. (2012) Shocks to the system: community assembly of the oak savanna in a 40?year fire frequency experiment. Ecology, 93",45.4,-93.2,Count,NA
Plants: Seed Mass,224,-0.01994301994301994,Experiment 133 - Effect of Burning Patterns on Vegetation in the Fish Lake Burn Compartments - Shrub Survey,"Reich, P., Wedin, D., Hobbie, S. & Davis, M. “Experiment 133 - Effect of Burning Patterns on Vegetation in the Fish Lake Burn Compartments - Shrub Survey”. Cedar Creek Ecosystem Science Reserve. Available at: http://www.cedarcreek.umn.edu/research/data/experiment?e133, accessed 2012.",45.4,-93.2,Count,NA
Plants: Seed Mass,512,-0.01911617686886404,The Hundt 2001 data - Rudolf Hundt,"Hundt, R. (2001) Ökologisch-geobotanische Untersuchungen an den mitteldeutschen Wiesengesellschaften unter besonderer Berücksichtigung ihres Wasserhaushaltes und ihrer Veränderung durch die Intensivbewirtschaftung im Rahmen der Großflächenproduktion. Biosphärenreservat Rhön, Thüringen. Monografie, 3, 366.",51.31445,11.75782,NA,Cover
Plants: Seed Mass,512,-0.01911617686886404,The Hundt 2001 data - Rudolf Hundt,"Jandt, U. & Bruelheide, H. (2012) German vegetation reference database (GVRD). Biodiversity & Ecology, 4, 355-355.",51.31445,11.75782,NA,Cover
Plants: Seed Mass,307,-0.01380898497736876,Kellogg LTER seed bank,"“The Main Cropping System Experiment (MCSE)”. KBS LTER, Kellogg Biological Station. Available at: http://lter.kbs.msu.edu/research/long-term-experiments/main-cropping-system-experiment/, accessed 2016.",42.40885,-85.38318,Count,NA
Plants: Seed Mass,248,-0.0065359477124183,Evidence for long-term shift in plant community composition under decadal experimental warming,"Shi, Z., Sherry, R., Xu, X., Hararuk, O., Souza, L., Jiang, L., Xia, J., Liang, J. & Luo, Y. (2015) Evidence for long-term shift in plant community composition under decadal experimental warming. Journal of Ecology, 103, 1131-1140.",43.833333,-102.166667,Count,NA
Plants: Seed Mass,401,0,Kohoutov,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",49.922466,13.77211,Count,NA
Plants: Seed Mass,18,0.00666666666666666,Mapped quadrats in sagebrush steppe long-term data for analyzing demographic rates and plant to plant interactions,"Zachmann, L., Moffet, C. & Adler, P. (2010) Mapped quadrats in sagebrush steppe: long-term data for analyzing demographic rates and plant–plant interactions. Ecology, 91, 3427.",44.33,-112.33,Count,NA
Plants: Seed Mass,243,0.02222222222222222,Long-term N-fertilized vegetation plots on Hog Island Virginia Coastal Barrier Islands 1992 to 2014,"Day, F. (2010) “Long-term N-fertilized vegetation plots on Hog Island, Virginia Coastal Barrier Islands, 1992-2014.” Virginia Coast Reserve Long-Term Ecological Research Project. Available at: http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.106, accessed 2013.",37.446634,-75.667464,Count,Cover
Plants: Seed Mass,243,0.02222222222222222,Long-term N-fertilized vegetation plots on Hog Island Virginia Coastal Barrier Islands 1992 to 2014,"Day, F. P., Conn, C., Crawford, E. & Stevenson, M. (2004) Long-term effects of nitrogen fertilization on plant community structure on a coastal barrier island dune chronosequence. Journal of Coastal Research, 20, 722–730.",37.446634,-75.667464,Count,Cover
