STUDY_ID,CITATION_LINE
405,"Fidelis, A. “Brazil Dataset 8”, Lab of Vegetation Ecology, Universidade Estadual Paulista. Accessed 2016."
406,"Fidelis, A., Blanco, C. C., Müller, S. C., Pillar, V. D. & Pfadenhauer, J. (2012) Short-term changes caused by fire and mowing in Brazilian Campos grasslands with different long-term fire histories. Journal of Vegetation Science, 23, 552–562. doi: 10.1111/j.1654-1103.2011.01364.x "
407,"Ling, S. D., Scheibling, R. E., Rassweiler, A., Johnson, C. R., Shears, N., Connell, S. D., Salomon, A. K., Norderhaug, K. M., Pérez-Matus, A., Hernández, J. C., Clemente, S., Blamey, L. K., Hereu, B., Ballesteros, E., Sala, E., Garrabou, J., Cebrian, E., Zabala, M., Fujita, D. & Johnson, L. E. (2014) Global regime shift dynamics of catastrophic sea urchin overgrazing. Philosophical Transactions of the Royal Society B: Biological Sciences, 370, 20130269."
407,"Pérez-Matus, A. & Ruz, C. S. “Conicyt-Fondecyt Fish and Turf Algae Data”, Chile, Subtidal Ecology Laboratory, Estacion Costera de Investigaciones Marinas, Facultad de Ciencias Biológicas.  Pontificia Universidad Catolica de Chile, accessed 2016."
408,"Ling, S. D., Scheibling, R. E., Rassweiler, A., Johnson, C. R., Shears, N., Connell, S. D., Salomon, A. K., Norderhaug, K. M., Pérez-Matus, A., Hernández, J. C., Clemente, S., Blamey, L. K., Hereu, B., Ballesteros, E., Sala, E., Garrabou, J., Cebrian, E., Zabala, M., Fujita, D. & Johnson, L. E. (2014) Global regime shift dynamics of catastrophic sea urchin overgrazing. Philosophical Transactions of the Royal Society B: Biological Sciences, 370, 20130269."
408,"Pérez-Matus, A. & Ruz, C. S. “Conicyt-Fondecyt Fish and Turf Algae Data”, Chile, Subtidal Ecology Laboratory, Estacion Costera de Investigaciones Marinas, Facultad de Ciencias Biológicas.  Pontificia Universidad Catolica de Chile, accessed 2016."
409,"Ling, S. D., Scheibling, R. E., Rassweiler, A., Johnson, C. R., Shears, N., Connell, S. D., Salomon, A. K., Norderhaug, K. M., Pérez-Matus, A., Hernández, J. C., Clemente, S., Blamey, L. K., Hereu, B., Ballesteros, E., Sala, E., Garrabou, J., Cebrian, E., Zabala, M., Fujita, D. & Johnson, L. E. (2014) Global regime shift dynamics of catastrophic sea urchin overgrazing. Philosophical Transactions of the Royal Society B: Biological Sciences, 370, 20130269."
409,"Pérez-Matus, A. & Ruz, C. S. “Conicyt-Fondecyt Fish and Turf Algae Data”, Chile, Subtidal Ecology Laboratory, Estacion Costera de Investigaciones Marinas, Facultad de Ciencias Biológicas.  Pontificia Universidad Catolica de Chile, accessed 2016."
412,"Hsieh, C.-H. “Icthyoplankton data collected from Yenliao Bay in 6 stations northeast of Taiwan (1995-2000)”. Ecoinformatics Lab, Institute of Oceanography National Taiwan University. Accessed 2016."
413,"Kendeigh, S. C. (1982) Bird populations in east central Illinois: Fluctuations, variations, and development over a half-century. University of Illinois Press."
414,"Kendeigh, S. C. (1982) Bird populations in east central Illinois: Fluctuations, variations, and development over a half-century. University of Illinois Press."
415,"Kendeigh, S. C. (1982) Bird populations in east central Illinois: Fluctuations, variations, and development over a half-century. University of Illinois Press."
416,"Kendeigh, S. C. (1982) Bird populations in east central Illinois: Fluctuations, variations, and development over a half-century. University of Illinois Press."
418,"Sweatman, H.P.A., Cheal, A.J., Coleman, G.J., Delean, S., Fitzpatrick, B.M., Miller, I.R., Ninio, R., Osborne, K., Page, C.M. & Thompson, A.A. (2001) Long-Term Monitoring of the Great Barrier Reef. Status Report Number 5. Available at: http://www.iobis.org/mapper/?dataset=233, accessed 2017."
419,"Fraser, W. (2014) “At-sea seabird censuses. Data on the species encountered (including marine mammals), their abundance, distribution and behavior. Data collected aboard cruises off the coast of the Western Antarctic Peninsula, 1993 - present”. Palmer Station Antarctica LTER. Available at: http://dx.doi.org/10.6073/pasta/e3871e749fa737dd94d5a269ac90e8ce, accessed 2016."
420,"Svensson, S. (2006) Species composition and population fluctuations of alpine bird communities during 38 years in the Scandinavian mountain range. Ornis Svecica, 16(4), 183–210."
421,"Oliver, J. C., Prudic, K. L. & Collinge, S. K. (2006) Boulder County Open Space butterfly diversity and abundance. Ecology, 87, 1066."
422,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2015) “Monitoring site 1000 Alpine research - Butterfly Survey” (KOZ06.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index.html). Accessed 2016."
423,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2015) “Monitoring site 1000 Alpine research - Butterfly Survey” (KOZ06.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index.html). Accessed 2016."
424,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2015) “Monitoring site 1000 Alpine research - Bumblebee Survey” (KOZ08.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index.html). Accessed 2016."
425,"Stallings, C. D., Mickle, A., Nelson, J. A., McManus, M. G. & Koenig, C. C. (2015) Faunal communities and habitat characteristics of the Big Bend seagrass meadows, 2009–2010. Ecology, 96, 304."
426,"Pomati, F., Matthews, B., Jokela, J., Schildknecht, A. & Ibelings, B. W. (2012) Effects of Re-Oligotrophication and Climate Warming on Plankton Richness and Community Stability in a Deep Mesotrophic Lake. Oikos, 121, 1317–1327."
426,"Pomati, F., Tellenbach, C., Matthews, B., Venail, P., Ibelings, B. W. & Ptacnik, R. (2015) Challenges and Prospects for Interpreting Long-Term Phytoplankton Diversity Changes in Lake Zurich (Switzerland). Freshwater Biology, 60, 1052–1059. doi:10.1111/fwb.12416"
427,"Pomati, F., Matthews, B., Jokela, J., Schildknecht, A. & Ibelings, B. W. (2012) Effects of Re-Oligotrophication and Climate Warming on Plankton Richness and Community Stability in a Deep Mesotrophic Lake. Oikos, 121, 1317–1327."
427,"Pomati, F., Tellenbach, C., Matthews, B., Venail, P., Ibelings, B. W. & Ptacnik, R. (2015) Challenges and Prospects for Interpreting Long-Term Phytoplankton Diversity Changes in Lake Zurich (Switzerland). Freshwater Biology, 60, 1052–1059. doi:10.1111/fwb.12416"
428,"Barceló, C., Ciannelli, L., Olsen, E.M., Johannessen, T. & Knutsen, H. (2016) Eight decades of sampling reveal a contemporary novel fish assemblage in coastal nursery habitats. Global change biology, 22, 1155-1167."
428,"Olsen, E. M., Carlson, S. M., Gjøsæter, J. & Stenseth, N. C. (2009) Nine decades of decreasing phenotypic variability in Atlantic cod. Ecology Letters, 12, 622–631. doi:10.1111/j.1461-0248.2009.01311.x"
428,"Rogers, L. A., Stige, L. C., Olsen, E. M., Knutsen, H., Chan, K.-S. & Stenseth, N. C. (2011) Climate and population density drive changes in cod body size throughout a century on the Norwegian coast. Proceedings of the National Academy of Sciences, 108(5), 1961–1966."
428,"Stenseth, N. C., Bjørnstadf, O. N., Falck, W, Fromentin, J. M., Gjøsieter, J. & Gray, J. S. (1999) Dynamics of coastal cod populations: intra-and intercohort density dependence and stochastic processes. Proceedings of the Royal Society of London B: Biological Sciences, 266(1429), 1645–1654."
429,"Kuo, C.-Y. “Scleractinian Coral Dataset”, ARC Centre of Excellence for Coral Reef Studies, James Cook University, Australia. Accessed 2016."
430,"NIWA “The New Zealand Freshwater Fish Database”. Available at: https://www.niwa.co.nz/our-services/online-services/freshwater-fish-database, accessed 2016."
431,"NIWA “The New Zealand Freshwater Fish Database”. Available at: https://www.niwa.co.nz/our-services/online-services/freshwater-fish-database, accessed 2016."
432,"NIWA “The New Zealand Freshwater Fish Database”. Available at: https://www.niwa.co.nz/our-services/online-services/freshwater-fish-database, accessed 2016."
433,"Budy, P., Luecke, C. & O'Brien, J. “Zooplankton density for lake samples collected near Toolik Lake Arctic LTER in the summer from 1983 to 1992”. Arctic Long-Term Ecological Research.  Available at: http://arc-lter.ecosystems.mbl.edu/1983-1992arclterzoops, accessed 2016."
433,"Budy, P., Luecke, C. & O'Brien, J. “Zooplankton density for lake samples collected near Toolik Lake Arctic LTER in the summers between 1993-2002”. Arctic Long-Term Ecological Research.  Available at: http://arc-lter.ecosystems.mbl.edu/1993-2002arcticlterzoops, accessed 2016."
434,"McKnight, D., Priscu, J., Keeley, E. & Tursich, N. “Summer Phytoplankton Densities 1992-2001”. McMurdo Dry Valleys LTER. Available at: http://mcm.lternet.edu/content/summer-phytoplankton-densities-1992-2001, accessed 2016."
435,"Steinberg, D. (2017) Zooplankton collected with a 2-m, 700-um net towed from surface to 120 m, aboard Palmer Station Antarctica LTER annual cruises off the western antarctic peninsula, 2009 - 2016. Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/fb658789188724be5f27c81a634647d5, accessed 2017."
436,"Hoey, A. “Karimunjawa WCS fish data”. Accessed 2016."
437,"Hoey, A. “Aceh WCS fish 2010-16”. Accessed 2016."
438,"Hoey, A. “Aceh WCS fish surveys”. Accessed 2016."
439,"Zakharov, V. D. (1998) Biodiversity of bird population of terrestrial habitats in Southern Ural. Miass: IGZ, Ural Branch of Russian Academy of Sciences,158 p."
440,"Zakharov, V. D. (1998) Biodiversity of bird population of terrestrial habitats in Southern Ural. Miass: IGZ, Ural Branch of Russian Academy of Sciences,158 p."
441,"Zakharov, V. D. (1998) Biodiversity of bird population of terrestrial habitats in Southern Ural. Miass: IGZ, Ural Branch of Russian Academy of Sciences,158 p."
442,"Berezovikov, N.N. (2004) The birds of settlements in Markakol Depression (Southern Altai). Russian Ornithological Journal, 249, 3-15."
443,"Berezovikov, N.N. (2004) The birds of settlements in Markakol Depression (Southern Altai). Russian Ornithological Journal, 249, 3-15."
444,"Melnikov, Y. I., Melnikova, N. & Pronkevich, V. V. (2000) Migration of birds of prey in the mouth of the river Irkut. Russian Ornithological Journal, 108, 3–17."
445,"Krivenko, V. G. (1991) Waterfowl and their protection. Moscow, Agropromizdat Publishers, 271 p."
446,"Jalilov, A. B., Andreychev, A. V. & Kuznetsov, V. A. (2014) Monitoring and conservation of medium and large mammals in Chamzinsky District of the Republic of Mordovia.Vestnik of Lobachevsky University of Nizhni Novgorod, 4 (1), 222–227."
447,"Nedosekin, V. Y. (2015) Long-term dynamics of the population and the quantity of small mammals under conditions of the reserve ""Galichya Gora"". Proceedings of National Nature Reserve Prisursky, 30, 87–90."
448,"Malyshev, Y. S. (2011) On the diagnostic techniques of ranks of the number dynamics cycles of small mammals. Baikal Zoological Journal, 1 (6), 92–106."
449,"Sheftel, B. I., Samiya, R., Aleksandrov, D.Y., Tserendavaa, R., Tamir, M. & Mühlenberg, M. (2010) Population dynamics of small mammals at Western Khentey during ten years. Proceedings of the international conference Ecological consequences of biosphere processes in the ecotone zone of southern Siberia, vol. I. Oral reports, 230–233."
450,"Gavrilov, G. M. & Glebov, I. A. (2013) The composition and community structure of benthic fish in the economic zone of Russia Bering sea on the results of studies of “TINRO centr?” in 2005-2012 years. Modern problems of science and education, 11, 37–49."
451,"Gavrilov, G. M. & Glebov, I. A. (2013) The composition and community structure of benthic fish in the economic zone of Russia Bering sea on the results of studies of “TINRO centr?” in 2005-2012 years. Modern problems of science and education, 11, 37–49."
452,"Khoruzhiy, A. A. & Naydenko, S. V. (2014) Species structure and year-to-year dynamics of nekton biomass in the upper epipelagic layer of the Pacific waters at Kuril Islands in summer periods of the 2000s. Izv. TINRO, 176, 16–36."
453,"Fefilova, E. B., Baturina, M. A., Kononova, O. N., Loskutova, O. A., Khokhlova, L. G. & Dubovskaya, O. P. (2014) Long-Term Changes of Aquatic Communities in the Kharbeyskie Lakes. Journal of Siberian Federal University. Biology, 3 240–266."
454,"Lancaster, L. T. & Fitt, R. “unpublished Damselfly abundance data”, University of Aberdeen. Accessed 2016."
455,"Tkachenko, K. S., Wu, B.-J., Fang, L.-S. & Fan, T.-Y. (2007) Dynamics of a coral reef community after mass mortality of branching Acropora corals and an outbreak of anemones. Marine Biology, 151, 185–194."
456,"Kuo, C.-Y. “unpublished data from a tropical coral reef in Taiwan”. Accessed 2016."
457,"Kuo, C.-Y., Yuen, Y.S., Meng, P.-J., Ho, P.-H., Wang, J.-T., Liu, P.-J., Chang, Y.-C., Dai, C.-F., Fan, T.-Y., Lin, H.-J., Baird, A. H. & Chen, C. A. (2012) Recurrent Disturbances and the Degradation of Hard Coral Communities in Taiwan. PLoS ONE, 7, e44364. "
458,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
458,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
458,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
459,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
459,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
459,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
460,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
460,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
460,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
461,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
461,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
461,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
462,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
462,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
462,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
463,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
463,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
463,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
464,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
464,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
464,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
465,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
465,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
465,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
541,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
541,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
541,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
542,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
542,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
542,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
543,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
543,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
543,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
544,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
544,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
544,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
545,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
545,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
545,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
546,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
546,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
546,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
547,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
547,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
547,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
548,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
548,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757. "
548,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
466,"Neat, F. & Campbell, N. (2011) Demersal fish diversity of the isolated Rockall plateau compared with the adjacent west coast shelf of Scotland. Biological Journal of the Linnean Society, 104, 138–147. doi:10.1111/j.1095-8312.2011.01699.x."
467,"Pombo, L. & Rebelo, J. E. (2002) Spatial and temporal organization of a coastal lagoon fish community-Ria de Aveiro, Portugal. Cybium, 26(3), 185–196."
467,"Pombo, L., Elliott, M. I. & Rebelo, J. E. (2005) Environmental influences on fish assemblage distribution of an estuarine coastal lagoon, Ria de Aveiro (Portugal). Scientia Marina, 69(1), 143–159."
467,"Pombo, L., Rebelo, J. E. & Elliott, M. (2007) The structure, diversity and somatic production of the fish community in an estuarine coastal lagoon, Ria de Aveiro (Portugal). Hydrobiologia, 587(1), 253–268."
467,"Rebelo, J. E. (1992) The ichthyofauna and abiotic hydrological environment of the Ria de Aveiro, Portugal. Estuaries, 15(3), 403–413."
468,"Kenner, M. C., Estes, J. A., Tinker, M. T., Bodkin, J. L., Cowen, R. K., Harrold, C., Hatfield, B. B., Novak, M., Rassweiler, A. & Reed, D. C. (2013) A multi-decade time series of kelp forest community structure at San Nicolas Island, California (USA). Ecology, 94, 2654. http://dx.doi.org/10.1890/13-0561R.1."
469,"Kushner, D. J., Rassweiler, A., McLaughlin, J. P. & Lafferty, K. D. (2013). A multi-decade time series of kelp forest community structure at the California Channel Islands. Ecology, 94, 2655. http://dx.doi.org/10.1890/13-0562.1."
471,"Muldavin, E. & Collins, S. (2003) Prescribed Burn Effect on Chihuahuan Desert Grasses and Shrubs at the Sevilleta National Wildlife Refuge, New Mexico: Species Composition Study 2004 to present. Sevilleta LTER. Available at: http://sev.lternet.edu/data/sev-166, accessed 2016."
473,"Anderson, J., Vermeire, L. & Adler, P.B. (2011) Fourteen years of mapped, permanent quadrats in a northern mixed prairie, USA. Ecology, 92, 1703-1703."
475,"Hogstad, O. (1993) Structure and dynamics of a passerine bird community in a spruce-dominated boreal forest. A 12-year study. Annales Zoologici Fennici, 30, 43-54."
476,"Richardson, B.A. (1999) The bromeliad microcosm and the assessment of faunal diversity in a neotropical forest. Biotropica, 31, 321-336."
477,"Douglass, J.G., France, K.E., Richardson, J.P. & Duffy, J.E. (2010) Seasonal and interannual change in a Chesapeake Bay eelgrass community: Insights into biotic and abiotic control of community structure. Limnology and Oceanography, 55, 1499–1520."
477,"Lefcheck, J. S. (2015) The use of functional traits to elucidate the causes and consequences of biological diversity. The College of William & Mary, PhD thesis. Available at: http://gradworks.umi.com/36/62/3662989.html, accessed 2016."
478,"Wagner, R., Marxsen, J., Zwick, P. & Cox, E. J. (2011) Central European Stream Ecosystems: The Long Term Study of the Breitenbach. John Wiley & Sons."
479,"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
479,"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
479,"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
479,"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
479,"Rinnan, R., Stark, S. & Tolvanen, A. (2009) Responses of vegetation and soil microbial communities to warming and simulated herbivory in a subarctic heath. Journal of Ecology, 97, 788–800."
